no. MS;No.;Pericope;Intro;Intro.Remarks;Intro.Transl;Thales;Thales ID;Intro.Fol.A;;Intro.Col.A;Intro.Line.A;Intro.Fol.Z;Intro.Col.Z;Intro.Line.Z;Taksa;Taksa.Trans;Taksa.Remarks;Transl.remarks;Taksa.Fol.A;Taksa.Col.A;Taksa.Line.A;Taksa.Fol.Z;Taksa.Col.Z;Taksa.Line.Z;Taksa.Remarks;Siglum;Siglum;Link;Link;MS-List.link;Pericope.Fol.A;Pericope.Col.A;Pericope.Line.A;Pericope.Fol.Z;Pericope.Col.Z;Pericope.Line.Z;Cross reference (corpus) [to be filled in aut.];Remarks Cross reference (corpus);Abbreviation;Version;Version.Remarks;Version.Syriac;Version.Transl;Denomination;Literature;Literature.link;Codicology;Pericope.remarks;Ref.remarks.;Cross.ref.Lect;Transl.Cross.ref.;Addition before;Addition after;Addition.Fol.A;Addition.Col.A;Addition.Line.A;Addition.Fol.Z;Addition.Col.Z;Addition.Line.Z;Ref.Bible.MS;Other Remarks;Words.Margin;no. reading Dissertation K.D. Jenner;;Structure formula 1;Structure formula 2;Structure formula 3;Structure formula 4;Structure formula 5;Title lectionary MS;fol;col;line;fol;col;Line;Remarks on title
14;014-0028;Pr#17:10-23;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܡܢܬ ܥܣܪ‏‎;of the First (Day) of the Week, the Eighteenth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;316;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0010;Pr#09:01-12;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܚܡܫܐ ܕܨܘܡܐ‏‎;of the First (Day) of the Week, the Fifth, of the Fast;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;298;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0014;Pr#10:17-11:02;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܐܪ̈ܒܥܐ ܕܨܘܡܐ‏‎;of the First (Day) of the Week, the Fourth of the Fast;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;302;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0002;Pr#06:20-35;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܫܥܐ‏‎;of the First (Day) of the Week, the Ninth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;290;;‎‏4‏‎;mgsup;IC;;;;;;;;;;
14;014-0022;Pr#14:34-15:19;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܐܫܬܬ ܥܣܪ‏‎;of the First (Day) of the Week, the Sixteenth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;310;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0005;Pr#08:10-36?;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܐ ܕܨܘܡܐ‏‎;of the First (Day) of the Week, the Third, of the Fast;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;293;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0018;Pr#11:21-12:08;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܥܣܪ‏‎;of the First (Day) of the Week, the Thirteenth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;306;;‎‏4‏‎;mgsup;?;;;;;;;;;;
14;014-0063;Pr#30:10-20;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܬܡܢܝ̈ܐ‏‎;of the First (Day) of the Week, the Thirty-Eighth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;351;;‎‏4‏‎;mgsup;?;;;;;;;;;;
14;014-0058;Pr#28:12-26;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܚܡܫܐ‏‎;of the First (Day) of the Week, the Thirty-Fifth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;346;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0052;Pr#25:17-26:05;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܚܕ‏‎;of the First (Day) of the Week, the Thirty-First;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;340;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0057;Pr#27:23-28:11;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܐܪ̈ܒܥܐ‏‎;of the First (Day) of the Week, the Thirty-Fourth ;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;345;;‎‏4‏‎;mgsup;C;;;;;;;;;;
14;014-0055;Pr#26:26-27:10;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܬܪܝܢ‏‎;of the First (Day) of the Week, the Thirty-Second;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;343;;‎‏4‏‎;mgsup;?;;;;;;;;;;
14;014-0060;Pr#29:13-27;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܫܒܥ̈ܐ‏‎;of the First (Day) of the Week, the Thirty-Seventh;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;348;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0059;Pr#28:27-29:12;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܫܬܐ‏‎;of the First (Day) of the Week, the Thirty-Sixth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;347;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0056;Pr#27:11-22;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܬܠܬܐ‏‎;of the First (Day) of the Week, the Thirty-Third;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;344;;‎‏4‏‎;mgsup;C;;;;;;;;;;
14;014-0016;Pr#11:01-20?;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܪܥܣܪ‏‎;of the First (Day) of the Week, the Twelfth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;304;;‎‏4‏‎;mgsup;?;;;;;;;;;;
14;014-0043;Pr#23:12-25;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܬܡܢܝܐ‏‎;of the First (Day) of the Week, the Twenty-Eighth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;331;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0037;Pr#21:13-27;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܚܡ[ܫ]ܐ‏‎;of the First (Day) of the Week, the Twenty-Fifth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;325;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0032;Pr#19:01-17;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܚܕ‏‎;of the First (Day) of the Week, the Twenty-First;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;320;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0036;Pr#20:29-21:12;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܐܪ̈ܒܥܐ‏‎;of the First (Day) of the Week, the Twenty-Fourth ;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;324;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0044;Pr#23:26-24:04;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܬܫܥ̈ܐ‏‎;of the First (Day) of the Week, the Twenty-Ninth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;332;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0064;Pr#30:21-33;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ ܘܬܫ̈ܥܐ‏‎;of the First (Day) of the Week, the Twenty-Ninth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;352;;‎‏4‏‎;mgsup;C;;;;;;;;;;
14;014-0034;Pr#19:27-20:12;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܬܪܝܢ‏‎;of the First (Day) of the Week, the Twenty-Second;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;322;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0039;Pr#22:09-27;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܫܒܥ̈ܐ‏‎;of the First (Day) of the Week, the Twenty-Seventh ;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;327;;‎‏4‏‎;mgsup;IC;;;;;;;;;;
14;014-0038;Pr#21:28-22:08;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܫܬܐ‏‎;of the First (Day) of the Week, the Twenty-Sixth ;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;326;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0035;Pr#20:13-28;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܥܣܪܝܢ ܘܬܠܬܐ‏‎;of the First (Day) of the Week, the Twenty-Third;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;323;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0048;Pr#24:05-20;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܕܬܠܬܝܢ‏‎;of the First (Day) of the Week, thirtieth;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;336;;‎‏4‏‎;mgsup;C;;;;;;;;;;
14;014-0003;Pr#07:24-09;;;;;;;;;;;;;‏ܕܐܪܒܥܐ ܒ[ܫܒܐ ܕܫܒܬܐ] ܪܒܬܐ‏‎;of the Fourth (Day) of the Week, of the Great Week;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;291;;‎‏4‏‎;mgsup;IC;;;;;;;;;;
14;014-0004;Pr#08:01-[21];;;;;;;;;;;;;‏ܕܐܪ̈ܒܥܐ ܒܫܒܐ ܕܫܒܬܐ ܪܒܬܐ‏‎;of the Fourth (Day) of the Week, of the Great Week;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;292;;‎‏3‏‎;-;gr+gr;C;;;;;;;;;
14;014-0024;Pr#16:06b;;;;;;;;;;;;;‏ܕܐܪ̈ܒܥܐ ܒܫܒܐ ܕܫܒܬܐ ܪܒܬܐ‏‎;of the Fourth (Day) of the Week, of the Great Week;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;312;;‎‏3‏‎;a.r.;gr+gr;C;;;;;;;;;
14;014-0026;Pr#16:06b-24;;;;;;;;;;;;;‏ܕܐܪ̈ܒܥܐ ܒܫܒܐ ܕܫܒܬܐ ܕܢܝܚܬܐ‏‎;of the Fourth (Day) of the Week, of the Week of the Rest;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;314;;‎‏3‏‎;mgsup;C;;;;;;;;;;
14;014-0008;Pr#09:01-12;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܪܒܐ‏‎;of the Great First (Day) of the Week;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;296;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0066;Pr#31:10-end;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܪܒܐ‏‎;of the Great First (Day) of the Week;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;354;;‎‏3‏‎;a.r.;mgsup;?;;;;;;;;;
14;014-0007;Pr#08:22-36?;;;;;;;;;;;;;‏ܕܕܢܚܗ ܕܦܪܘܩܢ ܘܕܥܪܘܒܬܐ ܕܫܠܝܚ̈ܐ‏‎;"of the Manifestation of our Saviour; and of the Eve of Preparation, of the Apostles";;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;295;;‎‏4‏‎;mgsup;0;;;;;;;;;;
14;014-0062;Pr#30:01-14;;;;;;;;;;;;;‏ܕܠܠܝܐ ܕܣܒܪܬܐ‏‎;of the Night of the Gospel;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;350;;‎‏4‏‎;mgsup;C;;;;;;;;;;
14;014-0017;Pr#11:16;;;;;;;;;;;;;‏ܕܟܗ̈ܢܐ‏‎;of the Priests;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;305;;‎‏1‏‎;-;gr;C;;;;;;;;;
14;014-0054;Pr#26:06;;;;;;;;;;;;;‏ܕܫܒܬܐ ܕܫܒܬܐ ܪܒܬܐ‏‎;of the Sabbath, of the Great Week;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;342;;‎‏1‏‎;a.r.;gr+gr;C;;;;;;;;;
14;014-0053;Pr#26:04?-28;;;;;;;;;;;;;‏ܕܫܒܬܐ ܕܫܒܬܐ ܕܢܝܚܬܐ‏‎;of the Sabbath, of the Week of the Rest;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;341;;‎‏1‏‎;mgsup;?;;;;;;;;;;
14;014-0042;Pr#23:10;;;;;;;;;;;;;‏ܕܬܪ̈ܝܢ ܒܫܒܐ ܕܫܒܬܐ ܪܒܬܐ‏‎;of the Second (Day) of the Week, of the Great Week;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;330;;‎‏1‏‎;a.r.;gr+gr;C;;;;;;;;;
14;014-0041;Pr#22:28-23:18;;;;;;;;;;;;;‏ܕܬܪ̈ܝܢ ܒܫܒܐ ܕܢܝܚܬܐ‏‎;of the Second (Day) of the Week, of the Rest;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;329;;‎‏4‏‎;mgsup;C;;;;;;;;;;
14;014-0001;Pr#06:06-[19];;;;;;;;;;;;;‏ܕܬܠܬܐ ܒܫܒܐ ܕܫܒܬܐ ܪܒܬܐ‏‎;of the Third (Day) of the Week, of the Great Week;;;;;;;;;;6h16;06h16;;;06h16;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;289;;‎‏1‏‎;gr+gr+gr-gec;*-MG;;;;;;;;;;
15;015-0009;2Rg#04:08;;;;;;;;;;;;;‏ܒܕܘܟܪܢܐ ܕܥܢܝ̈ܕܐ‏‎;for the Commemoration of the Departed;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;363;;‎‏1‏‎;gr-gec;C;;;;;;;;;;
15;015-0003;1Rg#13:01;;;;;;;;;;;;;‏ܒܕܘܟܪܢܐ ܕܣܗ̈ܕܐ‏‎;for the Commemoration of the Martyrs;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;357;;‎‏1‏‎;gr-gec;C;;;;;;;;;;
15;015-0010;2Rg#05:01;;;;;;;;;;;;;‏ܕܒܝܬ ܝܠܕܗ ܕܡܪܢ‏‎;of the Birth of our Lord;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;364;;‎‏1‏‎;gr;*-MG;;;;;;;;;;
15;015-0004;1Rg#17:01;;;;;;;;;;;;;‏ܕܐܦܣ̈ܩܦܐ ܘܕܥܢܝ̈ܕܐ‏‎;"of the Bishops; and the Departed";;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;358;;‎‏2‏‎;p.r.;h2++w1;*;;;;;;;;;
15;015-0011;2Rg#05:01-?;;;;;;;;;;;;;‏ܕܥܪܘܒܬܐ ܕܚܫܐ‏‎;of the Eve of Preparation, of Passion;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;365;;‎‏1‏‎;mgsup;*;;;;;;;;;;
15;015-0007;1Rg#20:21;;;;;;;;;;;;;‏ܕܥܪܘܒܬܐ ܕܢܝܚܬܐ‏‎;of the Eve of Preparation, of the Rest;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;361;;‎‏2‏‎;lw+h1+;IC;;;;;;;;;;
15;015-0013;2Rg#13:10;;;;;;;;;;;;;‏ܕܚܡܫܐ ܒܫܒܐ ܕܫܒܬܐ ܕܢܝܚܬܐ‏‎;of the Fifth (Day) of the Week, of the Week of the Rest;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;367;;‎‏1‏‎;gr+w1;C;;;;;;;;;;
15;015-0012;2Rg#06:08;;;;;;;;;;;;;‏ܕܐܪ̈ܒܥܐ ܒܫܒܐ ܕܫܒܬܐ ܕܢܝܚܬܐ‏‎;of the Fourth (Day) of the Week, of the Week of the Rest;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;366;;‎‏1‏‎;gr+w1;*-KL;;;;;;;;;;
15;015-0002;1Rg#03:03-?;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܪܒܐ‏‎;of the Great First (Day) of the Week;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;356;;‎‏1‏‎;mgsup;*;;;;;;;;;;
15;015-0001;1Rg#01:32;;;;;;;;;;;;;‏ܕܒܝܬ ܕܢܚܗ ܕܡܪܢ ܘܕܐܘ̈ܫܥܢܐ‏‎;"of the Manifestation of our Lord; and of the Hosannas";;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;355;;‎‏1‏‎;lw+gr;*;;;;;;;;;;
15;015-0008;2Rg#02:19-03:03;;;;;;;;;;;;;‏ܕܒܝܬ ܕܢܚܐ ܒܠܠܝܐ‏‎;of the Manifestation, in the Night;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;362;;‎‏3‏‎;mgcot;C-ORT-gec;;;;;;;;;;
15;015-0006;1Rg#19:01;;;;;;;;;;;;;‏ܕܬܪܝܢ ܒܫܒܐ ܕܫܒܬܐ ܕܢܝܚܬܐ ܘܕܡܥ̈ܠܝ ܨܘܡܐ‏‎;"of the Second (Day) of the Week, of the Week of the Rest; and the Beginning of the Fast";;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;360;;‎‏1‏‎;h2+gr+w1;IC;;;;;;;;;;
15;015-0005;1Rg#18:21;;;;;;;;;;;;;‏ܕܬܠܬܐ ܒܫܒܐ ܕܫܒܬܐ ܕܢܝܚܬܐ‏‎;of the Third (Day) of the Week, of the Week of the Rest;;;;;;;;;;6h18;06h18;;;06h18;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;359;;‎‏2‏‎;h2++h1+;0;;;;;;;;;;
16;016-0003;1Sm#17:31;;;;;;;;;;;;;‏ܒܕܘܟܪܢܐ ܕܣܗ̈ܕܐ‏‎;for the Commemoration of the Martyrs;;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;370;;‎‏1‏‎;gr;C;;;;;;;;;;
16;016-0010;2Sm#06:01;;;;;;;;;;;;;‏ܕܣܘܠܩܐ‏‎;of the Ascension;;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;377;;‎‏1‏‎;h1;C;;;;;;;;;;
16;016-0009;2Sm#03:22;;;;;;;;;;;;;‏ܕܥܪܘܒܬܐ ܕܫܒܬܐ ܩܕܡܝܬܐ ܕܨܘܡܐ ܘܕܥܢܝ̈ܕܐ‏‎;"of the Eve of Preparation, of the First Week of the Fast; and of the Departed";;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;376;;‎‏1‏‎;gr+h1;C;;;;;;;;;;
16;016-0006;1Sm#26:01;;;;;;;;;;;;;‏ܕܥܪܘܒܬܐ ܕܫܒܬܐ ܪܒܬܐ‏‎;of the Eve of Preparation, of the Great Week;;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;373;;‎‏1‏‎;gr;*;;;;;;;;;;
16;016-0011;2Sm#07:01;;;;;;;;;;;;;‏ܕܥܪܘܒܬܐ ܕܫܒܬܐ ܕܢܝܚܬܐ‏‎;of the Eve of Preparation, of the Week of the Rest;;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;378;;‎‏1‏‎;gr;C;;;;;;;;;;
16;016-0001;1Sm#16:01;;;;;;;;;;;;;‏ܕܐܪ̈ܒܥܐ ܒܫܒܐ ܕܢܝܚܬܐ ܘܕܒܝܬ ܕܢܚܐ ܘܕܦܢܛܩܘܣܛܐ‏‎;"of the Fourth (Day) of the Week, of the Week of the Rest; and of the Manifestation; and of Pentecost";;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;368;;‎‏1‏‎;lw+gr+h1+;IC;;;;;;;;;;
16;016-0002;1Sm#17:01;;;;;;;;;;;;;‏ܕܚܕܒܫܒܐ ܪܒܐ‏‎;of the Great First (Day) of the Week;;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;369;;‎‏1‏‎;gr;C;;;;;;;;;;
16;016-0008;2Sm#01:01;;;;;;;;;;;;;‏ܕܫܒܬܐ ܕܫܒܬܐ ܪܒܬܐ‏‎;of the Sabbath, of the Great Week;;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;375;;‎‏1‏‎;gr;C;;;;;;;;;;
16;016-0005;1Sm#22:05;;;;;;;;;;;;;‏ܕܫܒܬܐ ܕܫܒܬܐ ܕܢܝܚܬܐ‏‎;of the Sabbath, of the Week of the Rest;;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;372;;‎‏1‏‎;gr;C;;;;;;;;;;
16;016-0004;1Sm#20:35;;;;;;;;;;;;;‏ܕܬܪ̈ܝܢ ܒܫܒܐ ܕܫܒܬܐ ܕܢܝܚܬܐ ܘܥܠ ܡܥܡܘܕܝܬܐ‏‎;"of the Second Day) of the Week, of the Week of Nineveh; and on Baptism";;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;371;;‎‏1‏‎;h2+gr+h1;IC;;;;;;;;;;
16;016-0007;1Sm#30:07;;;;;;;;;;;;;‏ܕܥܠ ܐܦܣ̈ܩܘܦܐ‏‎;on Bishops;;;;;;;;;;6h19;06h19;;;06h19;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;374;;‎‏1‏‎;h2+h1;IC;;;;;;;;;;
17;017-0005;Jb#14:07;;;;;;;;;;;;;‏ܒܕܘܟܪܢܐ ܕܐܦܝܣ̈ܩܘܦܐ‏‎;for the Commemoration of the Bishops;;;;;;;;;;6h20;06h20;;;06h20;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;383;;‎‏1‏‎;h2+h1;IC;;;;;;;;;;
17;017-0001;Jb#01:01;;;;;;;;;;;;;‏ܒܕܘܟܪܢܐ ܕܟܗ̈ܢܐ‏‎;for the Commemoration of the Priests;;;;;;;;;;6h20;06h20;;;06h20;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;379;;‎‏1‏‎;gr;BKT;;;;;;;;;;
17;017-0007;Jb#23:01;;;;;;;;;;;;;‏ܕܣܘܠܩܗ ܕܡܪܢ‏‎;of the Ascension of our Lord;;;;;;;;;;6h20;06h20;;;06h20;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;385;;‎‏1‏‎;gr;0;;;;;;;;;;
17;017-0006;Jb#16:01;;;;;;;;;;;;;‏ܕܒܝܬ ܝܠܕܗ ܕܡܪܢ‏‎;of the Birth of our Lord;;;;;;;;;;6h20;06h20;;;06h20;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;384;;‎‏1‏‎;gr;0;;;;;;;;;;
17;017-0003;Jb#05:08;;;;;;;;;;;;;‏ܕܝܘܡ ܕܢܚܐ‏‎;of the Day of the Manifestation;;;;;;;;;;6h20;06h20;;;06h20;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;381;;‎‏1‏‎;h2+w1;IC;;;;;;;;;;
17;017-0013;Jb#40:01;;;;;;;;;;;;;‏ܕܥܪܘܒܬܐ ܕܫܒܬܐ ܪܒܬܐ‏‎;of the Eve of Preparation, of the Great Week;;;;;;;;;;6h20;06h20;;;06h20;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;391;;‎‏1‏‎;lw+gr;IC;;;;;;;;;;
17;017-0012;Jb#38:01;;;;;;;;;;;;;‏ܕܚܡܫܐ ܒܫܒܐ ܕܪܙܐ‏‎;of the Fifth (Day) of the Week, of the Mystery;;;;;;;;;;6h20;06h20;;;06h20;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;390;;‎‏1‏‎;gr;0;;;;;;;;;;
17;017-0004;Jb#09:01;;;;;;;;;;;;;‏ܕܚܡܫܐ ܒܫܒܐ ܕܢܝܚܬܐ‏‎;of the Fifth (Day) of the Week, of the Rest;;;;;;;;;;6h20;06h20;;;06h20;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;382;;‎‏2‏‎;gr;0;;;;;;;;;;
